article_id,year,category,headline,body,spokesperson
art_000069,0,Political Update,DIPLOMATIC REPORT: Great-Sigma-orionis Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Great-Sigma-orionis Defense Pact was established as a Defense Pact including members: 9875fc03a4,72196fa906. Speaking on the situation, Chancellor Telas Vex remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000070,0,Political Update,DIPLOMATIC REPORT: Great-Sigma-orionis Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Great-Sigma-orionis Defense Pact was established as a Defense Pact including members: 9875fc03a4,98fbfa35fa. Speaking on the situation, Consul Lyra Sovereign remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000071,0,Political Update,DIPLOMATIC REPORT: Unified-Sigma-orionis Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Unified-Sigma-orionis Defense Pact was established as a Defense Pact including members: 81601b2e5e,72196fa906. Speaking on the situation, Chancellor Telas Vex remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000072,0,Political Update,DIPLOMATIC REPORT: The Unified-Sigma-orionis Scientific Alliance Signs Agreement!,"On Year 0, the Galactic News Network reports that: The The Unified-Sigma-orionis Scientific Alliance was established as a Research Alliance including members: 81601b2e5e,98fbfa35fa. Speaking on the situation, Chancellor Telas Vex remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000073,0,Political Update,DIPLOMATIC REPORT: Sigma-orionis-Sigma-orionis Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Sigma-orionis-Sigma-orionis Defense Pact was established as a Defense Pact including members: 72196fa906,98fbfa35fa. Speaking on the situation, Chancellor Telas Vex remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000074,0,Political Update,DIPLOMATIC REPORT: The Great-Great Scientific Alliance Signs Agreement!,"On Year 0, the Galactic News Network reports that: The The Great-Great Scientific Alliance was established as a Research Alliance including members: e3ba98a843,50f9748c73. Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000075,0,Political Update,DIPLOMATIC REPORT: The Cygnian-Gamma-cygnis Scientific Alliance Signs Agreement!,"On Year 0, the Galactic News Network reports that: The The Cygnian-Gamma-cygnis Scientific Alliance was established as a Research Alliance including members: 3e1c9fe27e,cb16d2a5bc. Speaking on the situation, Chancellor Telas Vex remarked, ""Central authority will maintain stability across all colonies."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000076,0,Political Update,DIPLOMATIC REPORT: Cygnian-Great Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Cygnian-Great Defense Pact was established as a Defense Pact including members: 3e1c9fe27e,340e3912e2. Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000077,0,Political Update,DIPLOMATIC REPORT: Gamma-cygnis-Great Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Gamma-cygnis-Great Defense Pact was established as a Defense Pact including members: cb16d2a5bc,340e3912e2. Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000078,0,Political Update,DIPLOMATIC REPORT: The Solian-Scientific Scientific Alliance Signs Agreement!,"On Year 0, the Galactic News Network reports that: The The Solian-Scientific Scientific Alliance was established as a Research Alliance including members: 415811daec,53dc64803e. Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000079,0,Political Update,DIPLOMATIC REPORT: The Allied-Great Scientific Alliance Signs Agreement!,"On Year 0, the Galactic News Network reports that: The The Allied-Great Scientific Alliance was established as a Research Alliance including members: 947f74a852,7df05aba52. Speaking on the situation, Chancellor Telas Vex remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000080,0,Political Update,DIPLOMATIC REPORT: The Galactician-Great Scientific Alliance Signs Agreement!,"On Year 0, the Galactic News Network reports that: The The Galactician-Great Scientific Alliance was established as a Research Alliance including members: e23dc5e375,6edc6616b2. Speaking on the situation, Prime Minister Sylas Rifts remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
art_000081,0,Political Update,DIPLOMATIC REPORT: The Galactician-Great Scientific Alliance Signs Agreement!,"On Year 0, the Galactic News Network reports that: The The Galactician-Great Scientific Alliance was established as a Research Alliance including members: e23dc5e375,82b29167c3. Speaking on the situation, Prime Minister Sylas Rifts remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
art_000082,0,Political Update,DIPLOMATIC REPORT: Consolidated-Great Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Consolidated-Great Defense Pact was established as a Defense Pact including members: 77811a2fa9,a067552faf. Speaking on the situation, Consul Lyra Sovereign remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000083,0,Political Update,DIPLOMATIC REPORT: Consolidated-Scientific Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Consolidated-Scientific Defense Pact was established as a Defense Pact including members: 77811a2fa9,c6642b2284. Speaking on the situation, Consul Lyra Sovereign remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000084,0,Political Update,DIPLOMATIC REPORT: Scientific-Consolidated Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Scientific-Consolidated Defense Pact was established as a Defense Pact including members: 4a9574c523,6957a14d13. Speaking on the situation, Consul Lyra Sovereign remarked, ""Central authority will maintain stability across all colonies."" Analysts suggest this will have long-term consequences for the local star systems.",Consul Lyra Sovereign
art_000085,0,Political Update,DIPLOMATIC REPORT: Merex-Consolidated Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Merex-Consolidated Defense Pact was established as a Defense Pact including members: e99c95009e,6957a14d13. Speaking on the situation, Chancellor Telas Vex remarked, ""Central authority will maintain stability across all colonies."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000086,0,Political Update,DIPLOMATIC REPORT: The Great-Perseian Scientific Alliance Signs Agreement!,"On Year 0, the Galactic News Network reports that: The The Great-Perseian Scientific Alliance was established as a Research Alliance including members: 2a34070c99,d2f4557294. Speaking on the situation, Chancellor Telas Vex remarked, ""Diplomacy remains our strongest shield in these uncertain times."" Analysts suggest this will have long-term consequences for the local star systems.",Chancellor Telas Vex
art_000087,0,Political Update,DIPLOMATIC REPORT: Great-Unified Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Great-Unified Defense Pact was established as a Defense Pact including members: 2a34070c99,3b106fa102. Speaking on the situation, Prime Minister Sylas Rifts remarked, ""Central authority will maintain stability across all colonies."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
art_000088,0,Political Update,DIPLOMATIC REPORT: Great-Allied Defense Pact Signs Agreement!,"On Year 0, the Galactic News Network reports that: The Great-Allied Defense Pact was established as a Defense Pact including members: 2a34070c99,cb6235e194. Speaking on the situation, Prime Minister Sylas Rifts remarked, ""This treaty marks the beginning of a secure alliance."" Analysts suggest this will have long-term consequences for the local star systems.",Prime Minister Sylas Rifts
