compression_scale,start_year,end_year,summary
100 Years,119600,119700,"Megastructure Completion (Yr 119690): In Year 119690, researchers in The Consolidated Consolidated... | Colonization (Yr 119636): In Year 119636, The Great Consolidated Imperium established ..."
100 Years,119700,119800,"Defense Pact (Yr 119758): In Year 119758, The Great Consolidated Imperium acted as a p..."
100 Years,119800,119900,"Colonization (Yr 119832): In Year 119832, a joint colony was founded in Centauri Major..."
100 Years,119900,120000,"Colonization (Yr 119907): In Year 119907, colonial fleets from The Consolidated Zelis ..."
100 Years,120000,120100,"Resource Catastrophe (Yr 120003): In Year 120003, a mysterious cosmic pandemic swept through A... | Planetary Invasion (Yr 120065): In Year 120065, a skirmish broke out in Perseus Beta between..."
100 Years,120100,120200,"AI Uprising (Yr 120119): In Year 120119, a catastrophic solar flare in Sagittarius Be... | Scientific Breakthrough (Yr 120171): In Year 120171, the The Scientific AI Hegemony completed the..."
100 Years,120200,120300,"Megastructure Completion (Yr 120298): In Year 120298, a breakthrough in zero-point energy generati... | Colonization (Yr 120239): In Year 120239, a joint colony was founded in Polaris Beta b..."
100 Years,120300,120400,"Economic Collapse (Yr 120379): In Year 120379, industrial megacorporations in The Unified T..."
100 Years,120400,120500,"Resource Catastrophe (Yr 120453): In Year 120453, a mysterious cosmic pandemic swept through R..."
100 Years,120500,120600,"Resource Catastrophe (Yr 120532): In Year 120532, a catastrophic solar flare in Vega Expanse d... | Economic Event (Yr 120598): In Year 120598, resource depletion in the Orion Arm sector c..."
100 Years,120600,120700,"Economic Collapse (Yr 120660): In Year 120660, a gold rush of rare FTL fuel elements trigge..."
100 Years,120700,120800,"Market Crash (Yr 120740): In Year 120740, a gold rush of rare FTL fuel elements trigge..."
100 Years,120800,120900,"Defense Pact (Yr 120838): In Year 120838, The Scientific Technocracy acted as a peace ..."
100 Years,120900,121000,"Market Crash (Yr 120917): In Year 120917, industrial megacorporations in The Great Uni..."
100 Years,121000,121100,"Economic Collapse (Yr 121072): In Year 121072, industrial megacorporations in The Consolida... | Trade Agreement (Yr 121013): In Year 121013, industrial megacorporations in The Consolida..."
100 Years,121100,121200,"Megastructure Completion (Yr 121158): In Year 121158, a breakthrough in zero-point energy generati..."
100 Years,121200,121300,"Defense Pact (Yr 121218): In Year 121218, The Scientific AI Hegemony acted as a peace ... | War End (Yr 121272): In Year 121272, a devastating fleet battle occurred in the A..."
100 Years,121300,121400,"Peace Treaty Signing (Yr 121331): In Year 121331, the The Great Persean Imperium and The Unifi... | Deep Space Engagement (Yr 121381): In Year 121381, the joint fleets of The Kaelumis Technocracy..."
100 Years,121400,121500,"Alliance Formation (Yr 121475): In Year 121475, the The Allied Technocracy and The Sigma-ori..."
100 Years,121500,121600,"Market Crash (Yr 121558): In Year 121558, resource depletion in the Capella Reach sect..."
100 Years,121600,121700,"Economic Event (Yr 121623): In Year 121623, a gold rush of rare FTL fuel elements trigge..."
100 Years,121700,121800,"Colonization (Yr 121703): In Year 121703, a joint colony was founded in Pollux Expanse..."
100 Years,121800,121900,"AI Uprising (Yr 121803): In Year 121803, a rogue AI network in The Great Orionex Impe... | Pandemic Event (Yr 121857): In Year 121857, a rogue AI network in The Consolidated Aurel..."
100 Years,121900,122000,"Colonization (Yr 121944): In Year 121944, colonial fleets from The Unified AI Hegemony..."
100 Years,122000,122100,"Scientific Breakthrough (Yr 122028): In Year 122028, researchers in The Great Scientific Imperium..."
100 Years,122100,122200,"Megastructure Completion (Yr 122195): In Year 122195, the The Unified Technocracy completed the co... | War Declaration (Yr 122105): In Year 122105, the joint fleets of The Unified Technocracy ..."
100 Years,122200,122300,"Colony Assault (Yr 122288): In Year 122288, The Meroid AI Hegemony successfully annexed ..."
100 Years,122300,122400,"Megastructure Completion (Yr 122397): In Year 122397, a breakthrough in zero-point energy generati... | Colonization (Yr 122347): In Year 122347, a joint colony was founded in Arcturus Minor..."
100 Years,122400,122500,"Deep Space Engagement (Yr 122475): In Year 122475, the The Consolidated Unified Systems launche..."
100 Years,122500,122600,"Megastructure Completion (Yr 122525): In Year 122525, researchers in The Great Zylarite Imperium a..."
100 Years,122600,122700,"Economic Collapse (Yr 122678): In Year 122678, industrial megacorporations in The Consolida... | Defense Pact (Yr 122618): In Year 122618, the The Allied Star Empire and The Great Xen..."
100 Years,122700,122800,"Pandemic Event (Yr 122743): In Year 122743, a mysterious cosmic pandemic swept through V..."
100 Years,122800,122900,"Resource Catastrophe (Yr 122818): In Year 122818, the FTL jump gate in Procyon Major suffered ... | Megastructure Completion (Yr 122888): In Year 122888, the The Great Beta-bulgis Imperium completed..."
100 Years,122900,123000,"Economic Collapse (Yr 122988): In Year 122988, industrial megacorporations in The Scientifi..."
100 Years,123000,123100,"Pandemic Event (Yr 123074): In Year 123074, a mysterious cosmic pandemic swept through P..."
100 Years,123100,123200,"Economic Event (Yr 123137): In Year 123137, resource depletion in the Vega Sigma sector ..."
100 Years,123200,123300,"AI Uprising (Yr 123285): In Year 123285, the FTL jump gate in Orion Minor suffered a ... | Colonization (Yr 123203): In Year 123203, The Great Scientific Imperium established a ..."
100 Years,123300,123400,"Alliance Formation (Yr 123350): In Year 123350, The Xenoid Technocracy acted as a peace medi..."
100 Years,123400,123500,"Defense Pact (Yr 123406): In Year 123406, The Great Consolidated Imperium acted as a p... | Scientific Breakthrough (Yr 123478): In Year 123478, a breakthrough in zero-point energy generati..."
100 Years,123500,123600,"Market Crash (Yr 123574): In Year 123574, industrial megacorporations in The Zelian AI..."
100 Years,123600,123700,"War End (Yr 123646): In Year 123646, a skirmish broke out in Rigel Prime between ..."
100 Years,123700,123800,"War Declaration (Yr 123741): In Year 123741, the The Great Unified Imperium launched a su..."
100 Years,123800,123900,"Economic Collapse (Yr 123802): In Year 123802, resource depletion in the Capella Major sect... | Scientific Breakthrough (Yr 123892): In Year 123892, the The Allied Star Empire completed the con..."
100 Years,123900,124000,"Galactic Federation (Yr 123987): In Year 123987, the The Great Consolidated Imperium and The ..."
100 Years,124000,124100,"War Declaration (Yr 124049): In Year 124049, a skirmish broke out in Polaris Expanse betw..."
100 Years,124100,124200,"Orbital Battle (Yr 124182): In Year 124182, The Great Gamma-orionis Imperium successfull... | Market Crash (Yr 124124): In Year 124124, resource depletion in the Rigel Minor sector..."
100 Years,124200,124300,"Wormhole Collapse (Yr 124256): In Year 124256, a catastrophic solar flare in Pollux Arm des..."
100 Years,124300,124400,"Wormhole Collapse (Yr 124347): In Year 124347, a catastrophic solar flare in Sirius Nebula ..."
100 Years,124400,124500,"Economic Event (Yr 124425): In Year 124425, resource depletion in the Capella Arm sector..."
100 Years,124500,124600,"Megastructure Completion (Yr 124516): In Year 124516, The Great Unified Imperium successfully comp... | Galactic Federation (Yr 124571): In Year 124571, the The Great Consolidated Imperium and The ..."
100 Years,124600,124700,"Pandemic Event (Yr 124650): In Year 124650, a rogue AI network in The Consolidated Unifi..."
100 Years,124700,124800,"Market Crash (Yr 124775): In Year 124775, a gold rush of rare FTL fuel elements trigge... | Colonization (Yr 124723): In Year 124723, a joint colony was founded in Centauri Beta ..."
100 Years,124800,124900,"Colonization (Yr 124872): In Year 124872, colonial fleets from The Great Consolidated ..."
100 Years,124900,125000,"FTL Network Failure (Yr 124925): In Year 124925, a mysterious cosmic pandemic swept through R... | Peace Treaty Signing (Yr 124992): In Year 124992, the The Great Scientific Imperium and The Gr..."
100 Years,125000,125100,"Peace Treaty Signing (Yr 125051): In Year 125051, The Consolidated Unified Systems acted as a ..."
100 Years,125100,125200,"Colonization (Yr 125129): In Year 125129, The Thranari Technocracy established a scien..."
100 Years,125200,125300,"AI Uprising (Yr 125210): In Year 125210, a rogue AI network in The Zylarian AI Hegemo... | Peace Treaty Signing (Yr 125294): In Year 125294, diplomatic relations between The Scientific ..."
100 Years,125300,125400,"Resource Catastrophe (Yr 125379): In Year 125379, the FTL jump gate in Sagittarius Prime suffe..."
100 Years,125400,125500,"Deep Space Engagement (Yr 125469): In Year 125469, a devastating fleet battle occurred in the P..."
100 Years,125500,125600,"Colonization (Yr 125563): In Year 125563, colonial fleets from The Scientific Technocr..."
100 Years,125600,125700,"Colonization (Yr 125618): In Year 125618, colonial fleets from The Scientific AI Hegem..."
100 Years,125700,125800,"Deep Space Engagement (Yr 125773): In Year 125773, The Scientific Technocracy successfully anne... | Colonization (Yr 125709): In Year 125709, colonial fleets from The Unified Star Empire..."
100 Years,125800,125900,"Scientific Breakthrough (Yr 125827): In Year 125827, researchers in The Aethelgardan AI Hegemony ..."
100 Years,125900,126000,"Colonization (Yr 125901): In Year 125901, colonial fleets from The Scientific Technocr... | Colonization (Yr 125973): In Year 125973, The Great Consolidated Imperium established ..."
100 Years,126000,126100,"Galactic Federation (Yr 126096): In Year 126096, the The Scientific Technocracy and The Great... | Colony Assault (Yr 126029): In Year 126029, a skirmish broke out in Polaris Major betwee..."
100 Years,126100,126200,"Colonization (Yr 126184): In Year 126184, The Allied Star Empire established a science..."
100 Years,126200,126300,"Scientific Breakthrough (Yr 126241): In Year 126241, researchers in The Unified Star Empire achie..."
100 Years,126300,126400,"Deep Space Engagement (Yr 126393): In Year 126393, a skirmish broke out in Procyon Expanse betw... | Trade Agreement (Yr 126327): In Year 126327, resource depletion in the Perseus Minor sect..."
100 Years,126400,126500,"Colonization (Yr 126468): In Year 126468, The Great Allied Imperium established a scie..."
100 Years,126500,126600,"War End (Yr 126582): In Year 126582, the joint fleets of The Great Scientific Imp... | Scientific Breakthrough (Yr 126527): In Year 126527, a breakthrough in zero-point energy generati..."
100 Years,126600,126700,"Colonization (Yr 126632): In Year 126632, colonial fleets from The Great Scientific Im... | Colonization (Yr 126690): In Year 126690, colonial fleets from The Persean AI Hegemony..."
100 Years,126700,126800,"Colonization (Yr 126744): In Year 126744, The Zelian AI Hegemony established a science..."
100 Years,126800,126900,"Trade Agreement (Yr 126830): In Year 126830, industrial megacorporations in The Great Cyg..."
100 Years,126900,127000,"Refugee Crisis (Yr 126973): In Year 126973, a catastrophic solar flare in Antares Expans... | Deep Space Engagement (Yr 126912): In Year 126912, a devastating fleet battle occurred in the A..."
100 Years,127000,127100,"Colony Assault (Yr 127043): In Year 127043, The Unified Star Empire successfully annexed..."
100 Years,127100,127200,"Scientific Breakthrough (Yr 127126): In Year 127126, The Great Zylarite Imperium successfully com..."
100 Years,127200,127300,"War Declaration (Yr 127211): In Year 127211, a devastating fleet battle occurred in the R... | Defense Pact (Yr 127284): In Year 127284, diplomatic relations between The Great Allie..."
100 Years,127300,127400,"Economic Event (Yr 127356): In Year 127356, resource depletion in the Rigel Minor sector..."
100 Years,127400,127500,"Megastructure Completion (Yr 127439): In Year 127439, researchers in The Consolidated Unified Syst..."
100 Years,127500,127600,"Colony Assault (Yr 127593): In Year 127593, the joint fleets of The Great Unified Imperi... | Colonization (Yr 127503): In Year 127503, The Unified AI Hegemony established a scienc..."
100 Years,127600,127700,"Megastructure Completion (Yr 127659): In Year 127659, a breakthrough in zero-point energy generati..."
100 Years,127700,127800,"Alliance Formation (Yr 127717): In Year 127717, diplomatic relations between The Allied Star..."
100 Years,127800,127900,"Peace Treaty Signing (Yr 127801): In Year 127801, the The Consolidated Scientific Systems and ... | Colonization (Yr 127894): In Year 127894, colonial fleets from The Scientific Technocr..."
100 Years,127900,128000,"Economic Collapse (Yr 127989): In Year 127989, a gold rush of rare FTL fuel elements trigge..."
100 Years,128000,128100,"Refugee Crisis (Yr 128064): In Year 128064, a mysterious cosmic pandemic swept through C..."
100 Years,128100,128200,"Defense Pact (Yr 128114): In Year 128114, diplomatic relations between The Thranari Te..."
100 Years,128200,128300,"War End (Yr 128272): In Year 128272, the The Gamma-cygnis Technocracy launched a ... | Deep Space Engagement (Yr 128201): In Year 128201, the The Merex AI Hegemony launched a surpris..."
