tick,year,civilization_id,civilization_name,decision,reason,result
1,100,8853384409,Unified Kaelumex Council,RESEARCH,Research priorities chosen due to curiosity (86.5) and tech potential (17.1).,Technological level increased by 0.136 to 9.941.
1,100,bda6417e80,Scientific Persean Union,RESEARCH,Research priorities chosen due to curiosity (100.0) and tech potential (18.3).,Technological level increased by 0.150 to 8.409.
1,100,56cd534bb7,The Persean Federation,DEFEND,High threat (71.7) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,c6e77e6789,Persean Directorate,DEFEND,High threat (77.2) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,ac4afd4a27,Perseite Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (39.2).,Gained 300.0 resource units and +5.0 stability.
1,100,778b8b68c3,Scientific Aurelex Union,RESEARCH,Research priorities chosen due to curiosity (97.9) and tech potential (19.6).,Technological level increased by 0.148 to 10.149.
1,100,c5213edcba,Scientific Meran Union,BUILD_MEGASTRUCTURE,Started construction of Dyson Swarm to boost galactic Kardashev footprint.,Initiated Dyson Swarm project (progress: 10%). Spent 800 resources.
1,100,37b8da7a55,Zylaris Directorate,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
1,100,c1803ec34d,Aurelari Directorate,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
1,100,d957806d32,Galactician Commonwealth,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
1,100,fcda05fc4e,Unified Sigma-galacticis Council,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
1,100,2320e9a617,Galactican Directorate,BUILD_MEGASTRUCTURE,Started construction of Matrioshka Brain to boost galactic Kardashev footprint.,Initiated Matrioshka Brain project (progress: 10%). Spent 800 resources.
1,100,75a58165a0,The Galactican Federation,DEFEND,High threat (77.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,d5f12251b2,Unified Xenian Council,RESEARCH,Research priorities chosen due to curiosity (95.1) and tech potential (19.0).,Technological level increased by 0.145 to 10.115.
1,100,b4221d6e15,Unified Xenis Council,DEFEND,High threat (74.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,b3ddaf54de,Unified Zylarex Council,ALLY,Diplomatic outreach for alliance sent to Unified Xenian Council (distance: 0.0 LY).,Unified Xenian Council immediately rejected alliance from Unified Zylarex Council due to low relations (26.5).
1,100,fa8159dac5,Unified Xenian Council,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (41.4).,Gained 300.0 resource units and +5.0 stability.
1,100,02e103d2b6,Dominion of Thranari,DEFEND,High threat (81.6) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,b0eb206a08,The Thranis Federation,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
1,100,529174abfd,Unified Meroid Council,TRADE,Proposed trade agreement to neighbor The Thranis Federation (distance: 0.0 LY).,Trade treaty established between Unified Meroid Council and The Thranis Federation.
1,100,658cf93cc4,Unified Zylarian Council,RESEARCH,Research priorities chosen due to curiosity (92.8) and tech potential (18.8).,Technological level increased by 0.143 to 10.361.
1,100,3b106fa102,Unified Perseian Council,RESEARCH,Research priorities chosen due to curiosity (73.2) and tech potential (13.1).,Technological level increased by 0.123 to 8.041.
1,100,cb6235e194,Allied Phi-perseis Systems,RESEARCH,Research priorities chosen due to curiosity (84.0) and tech potential (16.8).,Technological level increased by 0.134 to 10.135.
1,100,6a9427ac16,Consolidated Prometheian Worlds,RESEARCH,Research priorities chosen due to curiosity (68.6) and tech potential (12.0).,Technological level increased by 0.119 to 7.591.
1,100,094756ff65,Unified Vesperis Council,TRADE,Proposed trade agreement to neighbor Aurelari Directorate (distance: 0.0 LY).,Trade treaty established between Unified Vesperis Council and Aurelari Directorate.
1,100,e07661a882,Aurelari Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (39.9).,Gained 300.0 resource units and +5.0 stability.
1,100,d340e67e88,Scientific Aurelan Union,BUILD_MEGASTRUCTURE,Started construction of Dyson Swarm to boost galactic Kardashev footprint.,Initiated Dyson Swarm project (progress: 10%). Spent 800 resources.
1,100,78635879d1,Scientific Priman Union,RESEARCH,Research priorities chosen due to curiosity (99.1) and tech potential (19.8).,Technological level increased by 0.149 to 10.173.
1,100,71f4e16f01,Primite Directorate,BUILD_MEGASTRUCTURE,Started construction of Matrioshka Brain to boost galactic Kardashev footprint.,Initiated Matrioshka Brain project (progress: 10%). Spent 800 resources.
1,100,62149b123f,Scientific Sagittarian Union,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
1,100,4c3eb31272,Iota-sagittariis Directorate,RESEARCH,Research priorities chosen due to curiosity (93.9) and tech potential (18.6).,Technological level increased by 0.144 to 9.923.
1,100,460d2edc1f,Sagittarian Directorate,DEFEND,High threat (82.2) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,6c40e5c997,Orionite Directorate,RESEARCH,Research priorities chosen due to curiosity (91.0) and tech potential (18.1).,Technological level increased by 0.141 to 10.029.
1,100,ce97697488,Scientific Orionian Union,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
1,100,4df0d9ee3b,Scientific Orionite Union,RESEARCH,Research priorities chosen due to curiosity (90.5) and tech potential (17.7).,Technological level increased by 0.140 to 9.752.
1,100,5a236efd3f,Beta-bulgis Commonwealth,BUILD_MEGASTRUCTURE,Started construction of Stellar Engine to boost galactic Kardashev footprint.,Initiated Stellar Engine project (progress: 10%). Spent 800 resources.
1,100,b8c054770f,Beta-bulgis Directorate,ALLY,Diplomatic outreach for alliance sent to Beta-bulgis Commonwealth (distance: 0.0 LY).,Beta-bulgis Commonwealth immediately rejected alliance from Beta-bulgis Directorate due to low relations (-4.3).
1,100,1bc76d1c73,Consolidated Orionis Worlds,RESEARCH,Research priorities chosen due to curiosity (77.2) and tech potential (13.9).,Technological level increased by 0.127 to 8.203.
1,100,1c4722b997,Unified Orionite Council,RESEARCH,Research priorities chosen due to curiosity (99.2) and tech potential (19.9).,Technological level increased by 0.149 to 10.182.
1,100,0e67dd57aa,Unified Valis Council,ALLY,Diplomatic outreach for alliance sent to Zylarex Directorate (distance: 0.0 LY).,Zylarex Directorate declined alliance proposal from Unified Valis Council.
1,100,88977397af,Zylarex Directorate,DEFEND,High threat (74.1) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,84a3d643c9,Scientific Orionis Union,RESEARCH,Research priorities chosen due to curiosity (96.3) and tech potential (18.5).,Technological level increased by 0.146 to 9.322.
1,100,19190c022d,Allied Zylaris Systems,DEFEND,High threat (67.4) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,cadd62d564,Allied Aurelite Systems,TRADE,Proposed trade agreement to neighbor Allied Zylaris Systems (distance: 0.0 LY).,Trade treaty established between Allied Aurelite Systems and Allied Zylaris Systems.
1,100,d0016e25b4,The Meran Federation,BUILD_MEGASTRUCTURE,Started construction of Dyson Sphere to boost galactic Kardashev footprint.,Initiated Dyson Sphere project (progress: 10%). Spent 800 resources.
1,100,724362e429,Zeloid Commonwealth,TRADE,Proposed trade agreement to neighbor The Meran Federation (distance: 0.0 LY).,Trade treaty established between Zeloid Commonwealth and The Meran Federation.
1,100,2b478a564d,Aurelian Commonwealth,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
1,100,999c5041c4,Scientific Aureliis Union,RESEARCH,Research priorities chosen due to curiosity (95.0) and tech potential (18.6).,Technological level increased by 0.145 to 9.695.
1,100,06f00def5a,Scientific Aureliite Union,RESEARCH,Research priorities chosen due to curiosity (89.1) and tech potential (16.4).,Technological level increased by 0.139 to 8.543.
1,100,23582772c8,Orionite Directorate,COLONIZE,Attempted colonization but lacked resources or local targets.,Fell back to local expansion: gained 150 resources.
1,100,61397f1d85,Solari Directorate,RESEARCH,Research priorities chosen due to curiosity (87.2) and tech potential (17.4).,Technological level increased by 0.137 to 10.139.
1,100,ca40b2e629,Scientific Solex Union,TRADE,Proposed trade agreement to neighbor Solari Directorate (distance: 0.0 LY).,Trade treaty established between Scientific Solex Union and Solari Directorate.
1,100,80d9c3cc28,Vesperian Directorate,RESEARCH,Research priorities chosen due to curiosity (78.4) and tech potential (15.8).,Technological level increased by 0.128 to 10.282.
1,100,bcfcfb49cf,Scientific Thranex Union,BUILD_MEGASTRUCTURE,Started construction of Matrioshka Brain to boost galactic Kardashev footprint.,Initiated Matrioshka Brain project (progress: 10%). Spent 800 resources.
1,100,9568bafb15,Chi-bulgis Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (34.3).,Gained 300.0 resource units and +5.0 stability.
1,100,47e406daef,Bulgian Directorate,RESEARCH,Research priorities chosen due to curiosity (84.3) and tech potential (16.9).,Technological level increased by 0.134 to 10.145.
1,100,ad47c2dda3,Bulgite Commonwealth,RESEARCH,Research priorities chosen due to curiosity (68.0) and tech potential (11.1).,Technological level increased by 0.118 to 6.504.
1,100,096fc37df4,Scientific Vesperoid Union,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (56.5).,Gained 300.0 resource units and +5.0 stability.
1,100,0b6029ea29,Scientific Vesperis Union,RESEARCH,Research priorities chosen due to curiosity (89.6) and tech potential (17.6).,Technological level increased by 0.140 to 9.816.
1,100,0ed21e60e5,Orionan Directorate,RESEARCH,Research priorities chosen due to curiosity (89.9) and tech potential (18.0).,Technological level increased by 0.140 to 10.162.
1,100,5a9f1f61c7,Scientific Merex Union,TRADE,Proposed trade agreement to neighbor Scientific Vesperis Union (distance: 0.0 LY).,Scientific Vesperis Union declined trade proposal from Scientific Merex Union.
1,100,02fd90e690,Allied Meris Systems,RESEARCH,Research priorities chosen due to curiosity (64.4) and tech potential (12.3).,Technological level increased by 0.114 to 9.221.
1,100,3557fb1c6f,Allied Kaelumex Systems,ATTACK,Military conquest declared due to aggression (64.5) and poor relationships.,"WAR OUTCOME: Coalition [Unified Aurelian Council] successfully defended against Coalition [Allied Kaelumex Systems]. Attacker Allied Kaelumex Systems suffered military defeat, losing 1,531,726,624 population and paying 676.5 resources in reparations."
1,100,61550040fc,Unified Aurelian Council,ALLY,Diplomatic outreach for alliance sent to Allied Kaelumex Systems (distance: 0.0 LY).,Allied Kaelumex Systems immediately rejected alliance from Unified Aurelian Council due to low relations (-100.0).
1,100,f0fcb8f048,The Valari Federation,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (56.5).,Gained 300.0 resource units and +5.0 stability.
1,100,691ec52085,The Zelian Federation,RESEARCH,Research priorities chosen due to curiosity (72.8) and tech potential (14.6).,Technological level increased by 0.123 to 10.127.
1,100,9a629191f0,Allied Orionan Systems,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
1,100,33e625a829,Aureloid Directorate,ALLY,Diplomatic outreach for alliance sent to Consolidated Merari Worlds (distance: 0.0 LY).,Consolidated Merari Worlds immediately rejected alliance from Aureloid Directorate due to low relations (23.1).
1,100,b91403ddc4,Consolidated Merari Worlds,DEFEND,High threat (73.6) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,71073d1e77,Scientific Xenex Union,RESEARCH,Research priorities chosen due to curiosity (83.2) and tech potential (15.3).,Technological level increased by 0.133 to 8.518.
1,100,58a2b00e32,Consolidated Persean Worlds,EXPLORE,Planetary explorer teams sent out to scout local quadrant.,Discovered cache of rare isotopes (+250 resources). Gained curiosity.
1,100,03fca7f787,Perseian Commonwealth,DEFEND,High threat (69.2) triggered defensive military consolidation.,Stability boosted by +15.0 and stockpiled 100 resources.
1,100,939c53fc68,Scientific Perseian Union,TRADE,Proposed trade agreement to neighbor Consolidated Persean Worlds (distance: 0.0 LY).,Consolidated Persean Worlds declined trade proposal from Scientific Perseian Union.
1,100,dc652af4e1,Cygnan Commonwealth,ISOLATE,Governance reform focused on absolute isolationism and border control.,Stability boosted (+12.0).
1,100,98e5a44c50,Cygnan Directorate,RESEARCH,Research priorities chosen due to curiosity (91.2) and tech potential (18.3).,Technological level increased by 0.141 to 10.168.
1,100,e1017ed35e,Cygnan Directorate,EXPAND,Domestic infrastructure expansion chosen to leverage opportunity score (47.0).,Gained 300.0 resource units and +5.0 stability.
