event_id,year,timestamp,event_type,event_category,empire,participants,location,impact_score,historical_significance,description
ALL-0111,0,Year 0,Alliance Formation,Diplomacy,Great-Zelis Defense Pact,"f0cb6b0a91,a866d8dcfc",Galactic Assembly,15.0,Significant,"The Great-Zelis Defense Pact was established as a Defense Pact including members: f0cb6b0a91,a866d8dcfc."
ALL-0112,0,Year 0,Alliance Formation,Diplomacy,Scientific-Zelis Defense Pact,"609e70586f,a866d8dcfc",Galactic Assembly,15.0,Significant,"The Scientific-Zelis Defense Pact was established as a Defense Pact including members: 609e70586f,a866d8dcfc."
ALL-0113,0,Year 0,Alliance Formation,Diplomacy,Scientific-Great Defense Pact,"609e70586f,26a6b7dcc3",Galactic Assembly,15.0,Significant,"The Scientific-Great Defense Pact was established as a Defense Pact including members: 609e70586f,26a6b7dcc3."
ALL-0114,0,Year 0,Alliance Formation,Diplomacy,The Great-Unified Scientific Alliance,"7be35390be,87f864fe83",Galactic Assembly,15.0,Significant,"The The Great-Unified Scientific Alliance was established as a Research Alliance including members: 7be35390be,87f864fe83."
ALL-0115,0,Year 0,Alliance Formation,Diplomacy,Great-Great Defense Pact,"7be35390be,3ba7df6ae1",Galactic Assembly,15.0,Significant,"The Great-Great Defense Pact was established as a Defense Pact including members: 7be35390be,3ba7df6ae1."
ALL-0116,0,Year 0,Alliance Formation,Diplomacy,Great-Great Defense Pact,"7be35390be,edb45b6eec",Galactic Assembly,15.0,Significant,"The Great-Great Defense Pact was established as a Defense Pact including members: 7be35390be,edb45b6eec."
ALL-0117,0,Year 0,Alliance Formation,Diplomacy,Unified-Great Defense Pact,"87f864fe83,edb45b6eec",Galactic Assembly,15.0,Significant,"The Unified-Great Defense Pact was established as a Defense Pact including members: 87f864fe83,edb45b6eec."
ALL-0118,0,Year 0,Alliance Formation,Diplomacy,Great-Great Defense Pact,"3ba7df6ae1,edb45b6eec",Galactic Assembly,15.0,Significant,"The Great-Great Defense Pact was established as a Defense Pact including members: 3ba7df6ae1,edb45b6eec."
ALL-0119,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Great Scientific Alliance,"fe5ce1f2b8,a31575c86a",Galactic Assembly,15.0,Significant,"The The Consolidated-Great Scientific Alliance was established as a Research Alliance including members: fe5ce1f2b8,a31575c86a."
ALL-0120,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Scientific Scientific Alliance,"f0ada7121c,6eb9b1daf2",Galactic Assembly,15.0,Significant,"The The Consolidated-Scientific Scientific Alliance was established as a Research Alliance including members: f0ada7121c,6eb9b1daf2."
ALL-0121,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Great Scientific Alliance,"f0ada7121c,07a0027478",Galactic Assembly,15.0,Significant,"The The Consolidated-Great Scientific Alliance was established as a Research Alliance including members: f0ada7121c,07a0027478."
ALL-0122,0,Year 0,Alliance Formation,Diplomacy,Scientific-Great Defense Pact,"6eb9b1daf2,07a0027478",Galactic Assembly,15.0,Significant,"The Scientific-Great Defense Pact was established as a Defense Pact including members: 6eb9b1daf2,07a0027478."
ALL-0123,0,Year 0,Alliance Formation,Diplomacy,Unified-Allied Defense Pact,"8bd71d17f7,7f4ec7825c",Galactic Assembly,15.0,Significant,"The Unified-Allied Defense Pact was established as a Defense Pact including members: 8bd71d17f7,7f4ec7825c."
ALL-0124,0,Year 0,Alliance Formation,Diplomacy,Allied-Great Defense Pact,"7f4ec7825c,a1d0ea467a",Galactic Assembly,15.0,Significant,"The Allied-Great Defense Pact was established as a Defense Pact including members: 7f4ec7825c,a1d0ea467a."
ALL-0125,0,Year 0,Alliance Formation,Diplomacy,The Zylaran-Xenan Scientific Alliance,"71d820677a,3339448f7c",Galactic Assembly,15.0,Significant,"The The Zylaran-Xenan Scientific Alliance was established as a Research Alliance including members: 71d820677a,3339448f7c."
ALL-0126,0,Year 0,Alliance Formation,Diplomacy,Consolidated-Xenan Defense Pact,"6d2f3e5ed1,3339448f7c",Galactic Assembly,15.0,Significant,"The Consolidated-Xenan Defense Pact was established as a Defense Pact including members: 6d2f3e5ed1,3339448f7c."
ALL-0127,0,Year 0,Alliance Formation,Diplomacy,Unified Federation of Scientific and Consolidated,"be3191b575,63f01adf18",Galactic Assembly,15.0,Significant,"The Unified Federation of Scientific and Consolidated was established as a Galactic Federation including members: be3191b575,63f01adf18."
ALL-0128,0,Year 0,Alliance Formation,Diplomacy,The Great-Consolidated Scientific Alliance,"b75dce1421,9568bafb15",Galactic Assembly,15.0,Significant,"The The Great-Consolidated Scientific Alliance was established as a Research Alliance including members: b75dce1421,9568bafb15."
ALL-0129,0,Year 0,Alliance Formation,Diplomacy,The Great-Bulgian Scientific Alliance,"b75dce1421,47e406daef",Galactic Assembly,15.0,Significant,"The The Great-Bulgian Scientific Alliance was established as a Research Alliance including members: b75dce1421,47e406daef."
ALL-0130,0,Year 0,Alliance Formation,Diplomacy,Great-Consolidated Defense Pact,"b75dce1421,ad47c2dda3",Galactic Assembly,15.0,Significant,"The Great-Consolidated Defense Pact was established as a Defense Pact including members: b75dce1421,ad47c2dda3."
ALL-0131,0,Year 0,Alliance Formation,Diplomacy,The Great-Consolidated Scientific Alliance,"b75dce1421,dffeed89fb",Galactic Assembly,15.0,Significant,"The The Great-Consolidated Scientific Alliance was established as a Research Alliance including members: b75dce1421,dffeed89fb."
ALL-0132,0,Year 0,Alliance Formation,Diplomacy,Great-Consolidated Defense Pact,"b75dce1421,cd3cb2af45",Galactic Assembly,15.0,Significant,"The Great-Consolidated Defense Pact was established as a Defense Pact including members: b75dce1421,cd3cb2af45."
ALL-0133,0,Year 0,Alliance Formation,Diplomacy,Great-Consolidated Defense Pact,"4c8e6a8540,9568bafb15",Galactic Assembly,15.0,Significant,"The Great-Consolidated Defense Pact was established as a Defense Pact including members: 4c8e6a8540,9568bafb15."
ALL-0134,0,Year 0,Alliance Formation,Diplomacy,The Great-Bulgian Scientific Alliance,"4c8e6a8540,47e406daef",Galactic Assembly,15.0,Significant,"The The Great-Bulgian Scientific Alliance was established as a Research Alliance including members: 4c8e6a8540,47e406daef."
ALL-0135,0,Year 0,Alliance Formation,Diplomacy,Scientific-Great Defense Pact,"517cb43ce0,d378f96d17",Galactic Assembly,15.0,Significant,"The Scientific-Great Defense Pact was established as a Defense Pact including members: 517cb43ce0,d378f96d17."
ALL-0136,0,Year 0,Alliance Formation,Diplomacy,Great-Orionian Defense Pact,"d378f96d17,7664b6b371",Galactic Assembly,15.0,Significant,"The Great-Orionian Defense Pact was established as a Defense Pact including members: d378f96d17,7664b6b371."
ALL-0137,0,Year 0,Alliance Formation,Diplomacy,The Orionian-Great Scientific Alliance,"7664b6b371,739bb87006",Galactic Assembly,15.0,Significant,"The The Orionian-Great Scientific Alliance was established as a Research Alliance including members: 7664b6b371,739bb87006."
ALL-0138,0,Year 0,Alliance Formation,Diplomacy,Great-Consolidated Defense Pact,"bda6417e80,56cd534bb7",Galactic Assembly,15.0,Significant,"The Great-Consolidated Defense Pact was established as a Defense Pact including members: bda6417e80,56cd534bb7."
ALL-0139,0,Year 0,Alliance Formation,Diplomacy,The Great-Persean Scientific Alliance,"bda6417e80,c6e77e6789",Galactic Assembly,15.0,Significant,"The The Great-Persean Scientific Alliance was established as a Research Alliance including members: bda6417e80,c6e77e6789."
ALL-0140,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Persean Scientific Alliance,"56cd534bb7,c6e77e6789",Galactic Assembly,15.0,Significant,"The The Consolidated-Persean Scientific Alliance was established as a Research Alliance including members: 56cd534bb7,c6e77e6789."
ALL-0141,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Perseite Scientific Alliance,"56cd534bb7,ac4afd4a27",Galactic Assembly,15.0,Significant,"The The Consolidated-Perseite Scientific Alliance was established as a Research Alliance including members: 56cd534bb7,ac4afd4a27."
ALL-0142,0,Year 0,Alliance Formation,Diplomacy,Persean-Perseite Defense Pact,"c6e77e6789,ac4afd4a27",Galactic Assembly,15.0,Significant,"The Persean-Perseite Defense Pact was established as a Defense Pact including members: c6e77e6789,ac4afd4a27."
ALL-0143,0,Year 0,Alliance Formation,Diplomacy,Scientific-Great Defense Pact,"778b8b68c3,c5213edcba",Galactic Assembly,15.0,Significant,"The Scientific-Great Defense Pact was established as a Defense Pact including members: 778b8b68c3,c5213edcba."
ALL-0144,0,Year 0,Alliance Formation,Diplomacy,The Galactician-Great Scientific Alliance,"d957806d32,fcda05fc4e",Galactic Assembly,15.0,Significant,"The The Galactician-Great Scientific Alliance was established as a Research Alliance including members: d957806d32,fcda05fc4e."
ALL-0145,0,Year 0,Alliance Formation,Diplomacy,The Galactician-Great Scientific Alliance,"d957806d32,2320e9a617",Galactic Assembly,15.0,Significant,"The The Galactician-Great Scientific Alliance was established as a Research Alliance including members: d957806d32,2320e9a617."
ALL-0146,0,Year 0,Alliance Formation,Diplomacy,Galactician-Great Defense Pact,"d957806d32,75a58165a0",Galactic Assembly,15.0,Significant,"The Galactician-Great Defense Pact was established as a Defense Pact including members: d957806d32,75a58165a0."
ALL-0147,0,Year 0,Alliance Formation,Diplomacy,Great-Great Defense Pact,"fcda05fc4e,75a58165a0",Galactic Assembly,15.0,Significant,"The Great-Great Defense Pact was established as a Defense Pact including members: fcda05fc4e,75a58165a0."
ALL-0148,0,Year 0,Alliance Formation,Diplomacy,The Great-Great Scientific Alliance,"2320e9a617,75a58165a0",Galactic Assembly,15.0,Significant,"The The Great-Great Scientific Alliance was established as a Research Alliance including members: 2320e9a617,75a58165a0."
ALL-0149,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Unified Scientific Alliance,"d5f12251b2,b4221d6e15",Galactic Assembly,15.0,Significant,"The The Consolidated-Unified Scientific Alliance was established as a Research Alliance including members: d5f12251b2,b4221d6e15."
ALL-0150,0,Year 0,Alliance Formation,Diplomacy,Consolidated-Unified Defense Pact,"d5f12251b2,b3ddaf54de",Galactic Assembly,15.0,Significant,"The Consolidated-Unified Defense Pact was established as a Defense Pact including members: d5f12251b2,b3ddaf54de."
ALL-0151,0,Year 0,Alliance Formation,Diplomacy,Consolidated-Great Defense Pact,"d5f12251b2,02e103d2b6",Galactic Assembly,15.0,Significant,"The Consolidated-Great Defense Pact was established as a Defense Pact including members: d5f12251b2,02e103d2b6."
ALL-0152,0,Year 0,Alliance Formation,Diplomacy,The Unified-Great Scientific Alliance,"b4221d6e15,02e103d2b6",Galactic Assembly,15.0,Significant,"The The Unified-Great Scientific Alliance was established as a Research Alliance including members: b4221d6e15,02e103d2b6."
ALL-0153,0,Year 0,Alliance Formation,Diplomacy,Unified-Unified Defense Pact,"b3ddaf54de,fa8159dac5",Galactic Assembly,15.0,Significant,"The Unified-Unified Defense Pact was established as a Defense Pact including members: b3ddaf54de,fa8159dac5."
ALL-0154,0,Year 0,Alliance Formation,Diplomacy,Unified-Great Defense Pact,"b3ddaf54de,02e103d2b6",Galactic Assembly,15.0,Significant,"The Unified-Great Defense Pact was established as a Defense Pact including members: b3ddaf54de,02e103d2b6."
ALL-0155,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Great Scientific Alliance,"b0eb206a08,529174abfd",Galactic Assembly,15.0,Significant,"The The Consolidated-Great Scientific Alliance was established as a Research Alliance including members: b0eb206a08,529174abfd."
ALL-0156,0,Year 0,Alliance Formation,Diplomacy,Great-Unified Defense Pact,"529174abfd,658cf93cc4",Galactic Assembly,15.0,Significant,"The Great-Unified Defense Pact was established as a Defense Pact including members: 529174abfd,658cf93cc4."
ALL-0157,0,Year 0,Alliance Formation,Diplomacy,The Great-Aurelari Scientific Alliance,"094756ff65,e07661a882",Galactic Assembly,15.0,Significant,"The The Great-Aurelari Scientific Alliance was established as a Research Alliance including members: 094756ff65,e07661a882."
ALL-0158,0,Year 0,Alliance Formation,Diplomacy,Orionite-Scientific Defense Pact,"6c40e5c997,4df0d9ee3b",Galactic Assembly,15.0,Significant,"The Orionite-Scientific Defense Pact was established as a Defense Pact including members: 6c40e5c997,4df0d9ee3b."
ALL-0159,0,Year 0,Alliance Formation,Diplomacy,Great-Scientific Defense Pact,"ce97697488,4df0d9ee3b",Galactic Assembly,15.0,Significant,"The Great-Scientific Defense Pact was established as a Defense Pact including members: ce97697488,4df0d9ee3b."
ALL-0160,0,Year 0,Alliance Formation,Diplomacy,Consolidated-Scientific Defense Pact,"b8c054770f,37270686ec",Galactic Assembly,15.0,Significant,"The Consolidated-Scientific Defense Pact was established as a Defense Pact including members: b8c054770f,37270686ec."
ALL-0161,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Great Scientific Alliance,"b8c054770f,b9be6a525a",Galactic Assembly,15.0,Significant,"The The Consolidated-Great Scientific Alliance was established as a Research Alliance including members: b8c054770f,b9be6a525a."
ALL-0162,0,Year 0,Alliance Formation,Diplomacy,Unified-Zylarex Defense Pact,"0e67dd57aa,88977397af",Galactic Assembly,15.0,Significant,"The Unified-Zylarex Defense Pact was established as a Defense Pact including members: 0e67dd57aa,88977397af."
ALL-0163,0,Year 0,Alliance Formation,Diplomacy,The Zylarex-Scientific Scientific Alliance,"88977397af,84a3d643c9",Galactic Assembly,15.0,Significant,"The The Zylarex-Scientific Scientific Alliance was established as a Research Alliance including members: 88977397af,84a3d643c9."
ALL-0164,0,Year 0,Alliance Formation,Diplomacy,The Great-Consolidated Scientific Alliance,"19190c022d,cadd62d564",Galactic Assembly,15.0,Significant,"The The Great-Consolidated Scientific Alliance was established as a Research Alliance including members: 19190c022d,cadd62d564."
ALL-0165,0,Year 0,Alliance Formation,Diplomacy,The Aurelian-Scientific Scientific Alliance,"2b478a564d,999c5041c4",Galactic Assembly,15.0,Significant,"The The Aurelian-Scientific Scientific Alliance was established as a Research Alliance including members: 2b478a564d,999c5041c4."
ALL-0166,0,Year 0,Alliance Formation,Diplomacy,Aurelian-Consolidated Defense Pact,"2b478a564d,06f00def5a",Galactic Assembly,15.0,Significant,"The Aurelian-Consolidated Defense Pact was established as a Defense Pact including members: 2b478a564d,06f00def5a."
ALL-0167,0,Year 0,Alliance Formation,Diplomacy,Scientific-Consolidated Defense Pact,"999c5041c4,06f00def5a",Galactic Assembly,15.0,Significant,"The Scientific-Consolidated Defense Pact was established as a Defense Pact including members: 999c5041c4,06f00def5a."
ALL-0168,0,Year 0,Alliance Formation,Diplomacy,The Solari-Great Scientific Alliance,"61397f1d85,ca40b2e629",Galactic Assembly,15.0,Significant,"The The Solari-Great Scientific Alliance was established as a Research Alliance including members: 61397f1d85,ca40b2e629."
ALL-0169,0,Year 0,Alliance Formation,Diplomacy,Great-Vesperian Defense Pact,"ca40b2e629,80d9c3cc28",Galactic Assembly,15.0,Significant,"The Great-Vesperian Defense Pact was established as a Defense Pact including members: ca40b2e629,80d9c3cc28."
ALL-0170,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Bulgian Scientific Alliance,"9568bafb15,47e406daef",Galactic Assembly,15.0,Significant,"The The Consolidated-Bulgian Scientific Alliance was established as a Research Alliance including members: 9568bafb15,47e406daef."
ALL-0171,0,Year 0,Alliance Formation,Diplomacy,Consolidated-Consolidated Defense Pact,"9568bafb15,ad47c2dda3",Galactic Assembly,15.0,Significant,"The Consolidated-Consolidated Defense Pact was established as a Defense Pact including members: 9568bafb15,ad47c2dda3."
ALL-0172,0,Year 0,Alliance Formation,Diplomacy,The Consolidated-Consolidated Scientific Alliance,"9568bafb15,dffeed89fb",Galactic Assembly,15.0,Significant,"The The Consolidated-Consolidated Scientific Alliance was established as a Research Alliance including members: 9568bafb15,dffeed89fb."
